,5,10,15,20,25,30,35,40,45,50
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9960000000000001
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992000000000001
6,1.0,1.0,1.0,1.0,1.0,1.0,0.9942857142857143,0.9949999999999999,0.9955555555555555,0.9960000000000001
7,1.0,1.0,1.0,1.0,1.0,1.0,0.9991836734693879,0.9992857142857143,0.9993650793650793,0.9987428571428573
8,1.0,1.0,1.0,1.0,1.0,0.9933333333333334,0.9942857142857143,0.9949999999999999,0.9955555555555555,0.9960000000000001
9,1.0,1.0,1.0,1.0,1.0,0.9992592592592593,0.998639455782313,0.9988095238095238,0.9989417989417989,0.9984380952380953
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,1.0,1.0,0.9993265993265994,0.9987631416202845,0.9989177489177489,0.999037999037999,0.9985800865800866
12,1.0,1.0,0.9866666666666667,0.99,0.992,0.9866666666666667,0.9885714285714287,0.985,0.9866666666666667,0.9879999999999999
13,1.0,1.0,0.9989743589743589,0.9992307692307693,0.9993846153846154,0.9983527583527584,0.9979791636934494,0.9978471528471528,0.9980863580863579,0.9977662337662336
14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,1.0,1.0,0.999042735042735,0.9992820512820513,0.9994256410256411,0.9984625744625746,0.9981138861138861,0.9979906759906759,0.9982139342139341,0.9979151515151514
16,1.0,1.0,0.9866666666666667,0.99,0.992,0.9933333333333334,0.9942857142857143,0.9949999999999999,0.9955555555555555,0.9960000000000001
17,1.0,1.0,0.9983147310206133,0.9987360482654599,0.9989888386123681,0.9981608543961485,0.9978886995357582,0.9978147538735773,0.9980575589987355,0.9978024955436718
18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean,1.0,1.0,0.9984034293879495,0.998802572040962,0.9990420576327699,0.9982576515331933,0.9979998206128236,0.9979297668275995,0.998159792735644,0.9979181536729522
