,CN,CE,VVAA,VEAA,EVAA,EEAA,JC,RWR-0.15,WK2,WK3
0,-2.304375678838458,2.2035698471992715,4.004543042907088,0.1266526686999687,5.328134322287844,-0.24853015912927603,-0.4785079489074744,0.5233500095112937,-9.253993156756,7.384983382810536
1,-1.2870014841397588,2.8320558164909455,2.863364922765803,0.04535641362118388,4.841122440189932,-0.2709123324958974,-0.2947634529546942,0.5388542512343948,-9.584577652459908,7.675583664183231
2,-2.0624585952440837,1.6250978829666411,3.77910966903344,0.02030812883734003,5.881226029935059,-0.16548349501351672,-0.31349232337088573,0.2572220598701243,-8.758322855102001,6.8296531633099296
3,-2.1473773915385665,1.9251674008404962,3.6513034161917837,0.06992179792721406,5.060892806268173,-0.23905543960738282,-0.41728092608037937,0.5172021161439954,-7.71567944501963,5.868239356487178
4,-1.5860759593017102,2.275835733084027,3.1923784239359017,0.024426541654273496,5.742786426897117,-0.2342477325866028,-0.25206857775260866,0.35025890923975356,-9.69857688335868,7.990194873312625
5,-1.67358292505686,1.2966576264257519,3.1521594130360535,0.06062993210879695,5.16884019896149,-0.19893685809342404,-0.25479133360270223,0.43140706581869814,-7.1857495096449515,5.465170441780236
6,-1.8108053862925018,2.2558551716954396,3.2697033458580345,0.1527995325905087,4.865746186820793,-0.24333824448555905,-0.37586534730931237,0.5440884913762647,-9.118595205970319,7.422771354642767
7,-1.5905417356916882,2.0157835334617906,3.4860451673632804,-0.09802505124220387,5.540424415469671,-0.2135774248660974,-0.4226808298180014,0.4062891140553882,-9.384325977400012,7.5571614507390805
8,-2.006107173769254,1.7287911560024487,3.8104404482715943,-0.014291917604640741,5.788322372678913,-0.26853288710425355,-0.4034965497475483,0.38059548097562523,-8.87328406375054,6.948606121205435
9,-2.549719181199105,1.8521457384038826,4.295714644565789,0.17734537471055256,5.256556446298855,-0.019837644454983837,-0.5301073287951932,0.3808850437006158,-9.812864089785679,8.230403685881974
